title,num_reviews,num_wishlisted,area,price,tags,bio,review_title,review_desc,review_image
Seoul Garden (Tampines Mall),7 REVIEWS,19 WISHLISTED,Tampines,~$30/pax,"Korean BBQ
Buffets
Good For Groups
BBQ
Delivery
Halal",*Halal-certified,kbbq + steamboat buffet,gr8 for gatherings; soup bases are quite bland & diluted though,https://burpple-1.imgix.net/foods/4256592bc34aabc01401381688_original.?w=20&fit=crop&q=80&auto=format
Seoul Garden (Tampines Mall),7 REVIEWS,19 WISHLISTED,Tampines,~$30/pax,"Korean BBQ
Buffets
Good For Groups
BBQ
Delivery
Halal",*Halal-certified,Korean Cuisine!,😋🍴 #fresh #korean #instafood #foodporn #instagood #instadaily #instagramer #burpple👍🐽,https://burpple.imgix.net/foods/92e63a369a8b56a98e1222632_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Seoul Garden (Tampines Mall),7 REVIEWS,19 WISHLISTED,Tampines,~$30/pax,"Korean BBQ
Buffets
Good For Groups
BBQ
Delivery
Halal",*Halal-certified,Fresh Vegies!,👍 #KoreanCuisine #instafood #instagood #foodporn #fresh #Dinner 🍴😋🍸#burpple,https://burpple-3.imgix.net/foods/92e63a369a54294fb41222624_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Seoul Garden (Tampines Mall),7 REVIEWS,19 WISHLISTED,Tampines,~$30/pax,"Korean BBQ
Buffets
Good For Groups
BBQ
Delivery
Halal",*Halal-certified,Raspberry Pepsi float!,Raspberry Pepsi float! #DIY #self #colleague #gathering #seoulgarden #dinner #departmentnight,https://burpple-3.imgix.net/foods/1d5a667eab6f86240bc807431_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Seoul Garden (Tampines Mall),7 REVIEWS,19 WISHLISTED,Tampines,~$30/pax,"Korean BBQ
Buffets
Good For Groups
BBQ
Delivery
Halal",*Halal-certified,Seoul Garden Eat-All-You-Can,"Sgd 24++ (Lunch)
My friends and I decided to have a buffet meal to celebrate since it was so long time ago that we're together again, complete in one table! 👭👭 We were so excited and so as planned, enjoy and eat till you can hahaha 😋.
Seoul Garden offers grill and steamboat type of buffet. The variety of food was few compare to other buffet restaurants that I've tried and I don't know if it was really like this since it was my first time. I expect more beef meats but it what was offered was more on chicken meats of different marinate (garlic, satay, etc.) Choices of gunkan's and maki's was a bit 🍣 I'm looking for tempura but they don't have 🤔. My two friends tried their shrimp pasta but they say it was bland. For our steamboat soup we chose thai tom yam and chicken soup. Seafood selection was few also I don't know maybe the branch in tampines was that small?
I think the best part only was their dessert especially the chocolate mango cake👍. They also had chendol which you will make your own, cheesecake, matcha flavor, etc.
Maybe we will try a different branch of Seoul Garden to see if there's a difference on variety of food. Overall we just enjoy cooking, eating, laughing and the best was happiness that were complete this day! 😍
Recommendation: 🍴",https://burpple.imgix.net/foods/42aee7f4cf8195040381441887_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Seoul Garden (Tampines Mall),7 REVIEWS,19 WISHLISTED,Tampines,~$30/pax,"Korean BBQ
Buffets
Good For Groups
BBQ
Delivery
Halal",*Halal-certified,Can Never Get Full,NA,https://burpple.imgix.net/foods/605771c1ebe784f806c1677104_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Seoul Garden (Tampines Mall),7 REVIEWS,19 WISHLISTED,Tampines,~$30/pax,"Korean BBQ
Buffets
Good For Groups
BBQ
Delivery
Halal",*Halal-certified,Super Filling Dinner(& lunch) at Seoul Garden😋 Didnt know that there was Student Discount on weekends😅 .,".
.
#seoulgarden#seoul#koreancuisine#koreanfood#sgbuffet#sgbbq#sgeatout#sgeat#dinner#sgdelights#sgdinnertime#sgdining#sgfoodi#sgfoodtrend#sgfoodies#sgfoodpics#sgfoodplaces#sgyummy#sgfoodporn#sgfoodgasm#sgfoodgramer#sgfoodgram#sgeating#sghungry#sghalal#sgfooddiary#sgfoodiary#singaporeeatathon #burpple#whati8today",https://burpple-2.imgix.net/foods/2e78407f73e9d141516e1570094_original.?w=20&fit=crop&q=80&auto=format
Seoul Garden (Tampines Mall),7 REVIEWS,19 WISHLISTED,Tampines,~$30/pax,"Korean BBQ
Buffets
Good For Groups
BBQ
Delivery
Halal",*Halal-certified,kbbq + steamboat buffet,gr8 for gatherings; soup bases are quite bland & diluted though,https://burpple-1.imgix.net/foods/4256592bc34aabc01401381688_original.?w=20&fit=crop&q=80&auto=format
Seoul Garden (Tampines Mall),7 REVIEWS,19 WISHLISTED,Tampines,~$30/pax,"Korean BBQ
Buffets
Good For Groups
BBQ
Delivery
Halal",*Halal-certified,Korean Cuisine!,😋🍴 #fresh #korean #instafood #foodporn #instagood #instadaily #instagramer #burpple👍🐽,https://burpple.imgix.net/foods/92e63a369a8b56a98e1222632_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Seoul Garden (Tampines Mall),7 REVIEWS,19 WISHLISTED,Tampines,~$30/pax,"Korean BBQ
Buffets
Good For Groups
BBQ
Delivery
Halal",*Halal-certified,Fresh Vegies!,👍 #KoreanCuisine #instafood #instagood #foodporn #fresh #Dinner 🍴😋🍸#burpple,https://burpple-3.imgix.net/foods/92e63a369a54294fb41222624_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Seoul Garden (Tampines Mall),7 REVIEWS,19 WISHLISTED,Tampines,~$30/pax,"Korean BBQ
Buffets
Good For Groups
BBQ
Delivery
Halal",*Halal-certified,Raspberry Pepsi float!,Raspberry Pepsi float! #DIY #self #colleague #gathering #seoulgarden #dinner #departmentnight,https://burpple-3.imgix.net/foods/1d5a667eab6f86240bc807431_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Monster Curry Combo Meal,"Huge portion, delicious curry with my fave pork katsu, fried fish and ebi! Monster curry is definitely a good option if you are in big group or with big eaters! Have always been a fan of japanese sweet curry and monster curry is one of my fave!",https://burpple.imgix.net/foods/30c8d138173d0dba4e4a1824372_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Fried Fish Combo,"Huge portion, super love the fried salmon! Monster curry is definitely a good option if you are in big group or with big eaters! Have always been a fan of japanese sweet curry and monster curry is one of my fave!",https://burpple-3.imgix.net/foods/30c8d138173ce98a93161824368_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,100AM Outlet,"Fast service for lunch.
Huge portion
But pork smells bad..
All others are still great as usual",https://burpple.imgix.net/foods/30467f03fe1f260af8ac1791644_original.?w=20&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Pork Cutlet Curry Rice,Value for money comfort food with a thick slab of meat and average Japanese curry. The unique selling point is that the curry comes with different level of spiciness! Had to drink lots of water after this dish!,https://burpple-3.imgix.net/foods/306d2743b31a2b60e6921749009_original.?w=20&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Monster Combo ($28.80),"Fish, tempura, pork and Shabu shabu, more than enough to share amongst 3 pax 😋 At the back is the “best of both worlds”, where the omelette rice is drenched in tomato and curry sauce.",https://burpple-2.imgix.net/foods/2f5ed8734ec3b22086a61728814_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Monster curry golden chicken salad in Monster big plate!,"This is the first time I had salad in such a huge plate ! Serving is just nice and the chicken breast meat lying on a sea of lettuces and mangoes strawberries , tomatoes and star shape rockmelons .. yummy! #burpple #burpplesg #sgfood #monstercurrysg #salad",https://burpple-2.imgix.net/foods/4ce5ea5e5f1daf5d6d81655645_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Chicken Katsu Curry Ramen ($15.80),A pretty decent bowl of ramen with crispy chicken katsu. Not forgetting the ramen egg with the perfectly runny yolk. Loved it!,https://burpple-2.imgix.net/foods/62ff74b42dba5e3a3361640385_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Monster Combo Curry ($25),"First time trying Monster curry so did not want to be too ambitious and chose normal spicy level. This combo contains pork katsu, fried fish, pork shabu-shabu, shrimp tempura and cheese. Loved the variety and flavour was good. Especially the fried fish but the pork katsu is a bit on the tough side. The portion is not as monstrous as the size of the plate. Shared this among family of 4 with another 2 orders of curry ramen and we managed to finish all! The side salad is also pretty good! Gives a little freshness to the rich curry.",https://burpple-3.imgix.net/foods/62ff74b42db475c2bd81640383_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Cheesy Chicken Katsu Curry Rice from @monstercurrysg!,Portion only looks big cos of the plate but it's not that bad considering that I can finish most of it on my own! Though..actually I think the curry tastes best without the spicy sauce 😝😝😝 #burpple #monstercurry #monstercurrysg #chickenkatsu #curryrice,https://burpple.imgix.net/foods/1bb1a7793b84bf51b841461820_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Monster Curry,"Have you try the curry rice served in a plate as huge as a basin? The idea was fun, but the food is so so. It is like a mix of fast food and japanese curry. Can prepare easily at home.",https://burpple-2.imgix.net/foods/4ac4158b82232f5062c1404873_original.?w=20&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Someone is drooling over this yummilicious and gargantuan plate of Combo Curry Japanese Curry Rice from Monster Curry!,"😂 The portion did not turn out to be as monstrous as I thought it would be and my family of four finished everything effortlessly. In case you are wondering, this Combo Curry meal (S$25.00) consists of Pork Katsu, Fried Fish, Pork Shabu-Shabu, Shrimp Tempura and Cheese. We also added an Omelette at an extra cost of S$3.00. (Date: 27 March 2016 Sunday)",https://burpple-2.imgix.net/foods/3fdf8421c2fdcc6b66e1386153_original.?w=20&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Teriyaki chicken curry ($14.80) Slightly pricey but portions were generous.,"Omelette was not as creamy as I would have liked. Nevertheless, this dish still managed to curb my curry omurice cravings. Chicken had a crispy skin and teriyaki sauce was sweet.
#food #foodphotography #foodie #curry #omurice #japanese #japanesefood #burpple #sgfoodies #singapore #foodporn #sgfood #foodsg #sg #sgfoodie #noms #nom #eats #sgeats #burpplesg #foodie #foodstagram #foodlover #foodblogger #foodadventure",https://burpple-3.imgix.net/foods/61ebfb6cd64784414081781394_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Monster Curry Matcha Latte With Azuki Beans.,"@monstercurry.sg
#littlesweetbonsbons #monstercurrysg #monstercurry #tampinesone #tampinesmrt #matchalatte #matchadrinks #matchaazuki #latte #sweetdrink #highlyrecommended #burpple #burpplesg #❤❤❤❤❤❤❤❤",https://burpple.imgix.net/foods/2f3ea3a805a5f87951ea1718917_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,"Monster Curry ,Mountain Monster Curry with 2 flame of hotness,comes with pork cutlet ,chicken karaage ,onsen egg ,omelette egg ,salads,sausage,pork shabu.","@monstercurry.sg
#littlesweetbonsbons #monstercurrysg #monstercurry #curryrice #salads #sausages #chickenkaraage #porkcutlet #porkshabushabu #omelette #onseneggs #japanesecurryrice #curryrice #highlyrecommended #burpplesg #burpple #❤❤❤❤❤❤❤❤",https://burpple-1.imgix.net/foods/2f3ea3a805a53c128fa61718916_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Prime beef omelette with curry rice on offer!,"Surprisingly tasty with lotsa meat for those who love beef! #Grabfoodie .
.
.
.
.
#foodporn #vscofood #foodgasm #foodstagram #instafood #yoloeat #burpple #sgeats #sgfood #eattheworld #sgfoodies #igers #whatissingapore #instadaily #igdaily #moodygrams #exploresingapore #kilogrammerz #letsexploresg #exploresg #sginstagram #visitsingapore #wonderlustsingapore #instagood #topsgshots #singaporeinsta #singapore_art #thisissingapore",https://burpple-1.imgix.net/foods/4319c3fa0ec5a08de2c1642907_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,The only way monster curry should every be photographed.,"As a delicious tower of fear and respect.
#monstercurry #delicious #tower #of #curry #chicken #katsu #rice #egg #omelette #photo #photooftheday #yummy #mountain #good #food #dinner #stuffed #burpplesg #burpple #gotsick #worthit",https://burpple-3.imgix.net/foods/5d71efb7d77ad7d541a1510496_original.?w=20&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Today's Japanese curry dinner situation + my level 1 spicy level at Monster Curry thanks to @nomsterofficial!,Omnomnomnom!! 🍛🍛🍛#clozette #burpple #japanesecurry #monstercurry #monstercurrysg #nomsterofficial #nomstersg,https://burpple-2.imgix.net/foods/1bb1a77899e8cbd09181457656_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,Enjoying this at the comfort of my own home thanks to Deliveroo!,"Japanese Cheese Katsu, Japanese Yogurt drink and 2 Matcha drinks for just 7 dollars! Totally worth it for first purchase with discount voucher ($22 off) (VISAROO)! Don't say boshare 😎",https://burpple-3.imgix.net/foods/29e481c2b9acd8c0b0a1392589_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Monster Curry (Tampines 1),19 REVIEWS,13 WISHLISTED,Tampines,~$15/pax,Japanese,,matcha latte,a little sweet,https://burpple.imgix.net/foods/4256592bc34ee81d27a1381690_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Núodle (Our Tampines Hub),5 REVIEWS,10 WISHLISTED,Tampines,~$15/pax,"Chinese
Delivery
Halal",*Halal-certified,Sides,"$10.70 | Saliva chicken;
$4.20 | Stir-fried nai bai
The sides are good 👍🏻",https://burpple-2.imgix.net/foods/1650200857_review_image1936169_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Núodle (Our Tampines Hub),5 REVIEWS,10 WISHLISTED,Tampines,~$15/pax,"Chinese
Delivery
Halal",*Halal-certified,Beef Noodle,"With the student meal this came with a side dish (I got the hanjuku egg) and a drink for $10 so was v satisfied! Soup is a bit bland w/o the chili. Portion was v big and my friends and I couldn’t finish our noodles, but overall worth trying and i’ll definitely come back!",https://burpple.imgix.net/foods/31acf05744ad1e38f5021866273_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Núodle (Our Tampines Hub),5 REVIEWS,10 WISHLISTED,Tampines,~$15/pax,"Chinese
Delivery
Halal",*Halal-certified,Seafood LA Mian & Signature Beef La Mian,"Tasty Chinese style beef with hand made noodle, love the texture of the noodles.",https://burpple.imgix.net/foods/30a0b3a89268faad9db01856983_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Núodle (Our Tampines Hub),5 REVIEWS,10 WISHLISTED,Tampines,~$15/pax,"Chinese
Delivery
Halal",*Halal-certified,Sichuan Style Fried Eggplants ($9.90),"Came to Delibowl X Nuodle at Tampines Hub with 0 expectations but this Sichuan Style Fried Eggplant [$9.90] sucker punched me all the way back to my time in Barcelona where I first tasted (and inadvertently fell in love with fried eggplants). Served freshly fried and glazed, these crunchy shards of eggplant came drizzled in a dark sticky sauce and sprinkled with sesame seeds. A closer look reveals pieces of fried garlic, dried chilli, spring onion, and of course, Sichuan peppercorns.
When you bite into the first piece, the crunch takes you by surprise. It’s a combination of the crispy exterior thanks to the hot oil but also the caramelising of what I believe to be a sweet dark soy sauce. Then you get the fragrance of the aforementioned aromatics before the creamy eggplant rounds these punchy flavours and textures into the perfect bite. All while it was hot! Absolutely fantastic, and unpretentiously delicious.
I find myself scavenging the bowl for bits of fried garlic and peppercorn and wow, what a delightful dish from start to end. I will definitely come back and I can only wish that it lives up to this first appearance.",https://burpple.imgix.net/foods/3b1b0d71559e8ea75c61826850_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Núodle (Our Tampines Hub),5 REVIEWS,10 WISHLISTED,Tampines,~$15/pax,"Chinese
Delivery
Halal",*Halal-certified,Nuodle@OTH,Variety of nuodle and dumpling.,https://burpple-3.imgix.net/foods/32951530e81825ccae901856516_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,new Hut Melts ($7.90 - al carte),these were actl SO GOOD omg v crispy v cheesy (i got beef pepperoni) and the tomato dip was good too! portion was big also highly rec to try!!,https://burpple.imgix.net/foods/1688655209_review_image1972002_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,"For all you spicy hotheads out there, you wouldn’t want to miss out on the Chinese New Year limited-time launch of the Pizza Hut’s Mala Blossom Pizza ($29.20 for regular size) with four levels of spiciness from Mild to Fiery with the accompanying sides of Mala Fries ($6.90) and Mala Wings ($8.90 for 6 pcs).","The highlight is definitely the pizza which comes in a pan crust and is topped with mala marinated chicken, mozzarella cheese, cherry tomatoes and a good drizzle of the in-house mala sauce. Pictured is the level 4 Extra Spicy 特辣 level and I dare say that the spiciness will burn while still having the aroma of the mala spices. The fries are tossed in a mala seasoning and the wings are coated with a spicy numbing sauce.
Available for delivery and takeaways via the Pizza Hut’s website or mobile application, the Chinese New Year specials can be ordered ala carte or in meal sets. There are other irresistible deals such as 50%OFF pizza to check out.
To toast to an auspicious Lunar New Year, Pizza Hut will also be giving out a BIG Angbao $888 to a lucky winner each week for 3 weeks. Look out for HUAT opportunities on Pizza Hut's social media channels and you might just be one of the three lucky winners to win $888!
•••••••••••••••••••
✨ Pizza Hut
🛵 www.pizzahut.com.sg
🍴 [Media Delivery]",https://burpple-2.imgix.net/foods/2d941c6bdef5ffbe8661882732_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,Personal Pan Pizza $5,Takeaway personal pizza only $5. I got the Ham and Shroom flavour.,https://burpple.imgix.net/foods/30bb5042bacb287045d41794737_original.?w=20&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,"Drumlets, Pizza & Pasta","Sweet 'N' Spicy Drumlets ($6)
We guess Pizza hut's drumlets need not be introduced anymore since its a must order at every visit right?!
•
Hawaiian Supreme ($9.90)
We were rather sceptical with the Hawaiian Supreme at first but still decided to go with it for the (insta)gram. Honestly, more cheese and ham sounds excessive but once we had our first bite we realized that more cheese and ham really makes a difference! Their Creamy Cheese Drizzle taste similar, if not exact, to the Nacho sauce KFC serves. The difference in price for Hawaiian and Hawaiian Supreme personal pan is only $0.40 but you get almost double the ingredients. We would gladly choose Hawaiian Supreme anyday!
•
Seafood Vongole ($13.90)
Seafood was fresh, pasta was al dente but the broth was weird so we didn't enjoy this! Kae had to add extra extra serving of pepper and chilli flakes to cover the taste of the broth which was far from the sweet and savoury as mentioned.
⚊
#jaepluskaereviews",https://burpple-3.imgix.net/foods/608a71e27064d0453a01529163_original.?w=20&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,Lava Cake,"Lava Cake for $7.90 from pizza hut is totally not worth it. 🙃 There's no lava flowing at all when you cut it into half. 😑 I think its because they overcooked/baked it? Also, their service was quite slow. 😿",https://burpple-3.imgix.net/foods/4c8de0ab8f3b222a04e1367924_original.?w=20&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,I think the last time I had Pizza Hut was when I was a child?,"Seems like they have upgraded their pizzas. However, the food tends to be a little pricy when compared to other options like dominos.
#food #foodphotography #foodie #burpple #sgfoodies #singapore #foodporn #sgfood #foodsg #sg #sgfoodie #noms #nom #eats #sgeats #burpplesg #foodie #foodstagram #foodlover #foodblogger #foodadventure #pizza #cheese",https://burpple-2.imgix.net/foods/61ebfb70ea2139fc2ee1805523_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,Pizza Hut,Pizza Hut serves some food cheesy mussels!,https://burpple.imgix.net/foods/310e2421e02ad3562c481785560_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,Curry Chicken Pizza,Personal pan.,https://burpple.imgix.net/foods/60d6dc067da9e43fbd01549818_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,Hawaiian Pizza,Personal pan.,https://burpple-1.imgix.net/foods/60d6dc067da74a999fa1549817_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,bbq chicken w cheese stuffed crust,NA,https://burpple.imgix.net/foods/4256594222c4960af201536411_original.?w=20&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,Pizzzzzzahut.🍕,Pizza as my lunch last time. Very upgrade liao use tab to order and can choose cut into how many pieces for your pizza. Lolx😶,https://burpple-2.imgix.net/foods/492adce18aba3d26c141364369_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,Best if I can pair them with some draft beer.,These spicy drumlets never go out of style. #taylorswift #swiftie #drumlets #pizzahutsg #pizzahut #hungrygowhere #openricesg #burpple #sgig #sgigfoodies #igsg #latergram #throwback #jamyeats #jamyundies #sgeats #sgfood #evergreens #onthetable #sgmusteats #style,https://burpple.imgix.net/foods/3c1d01352c3ab0ce56a1333681_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,Seafood Vongole,NA,https://burpple.imgix.net/foods/4e1f7a186dae7ebd8a1178345_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,Pizza Hut with the family!,"Pizza Hut with the family! I really love the Cheesy Mushrooms, damn good! #latergram #pizzahut #pizza #dinner #cheesy",https://burpple-3.imgix.net/foods/208855293a3e18c3816852376_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,Fully Loaded Hawaiian Pizza,Crust is really good with meat and cream cheese.,https://burpple.imgix.net/foods/8a025bc625b802172817336_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,250213 | Birthday lunchdate treat by the colleagues.THANK YOU!!!,250213 | Birthday lunchdate treat by the colleagues.THANK YOU!!! #food #foodporn #foodforfoodies #foodjournal #ayufoodjournal #burpple #foodiefeature #pizzahut #spaghetti #ayunisa24th,https://burpple-3.imgix.net/foods/b058b1324c9b2f36e305442_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,Sweet & Spicy Drumlets,NA,https://burpple-2.imgix.net/foods/3150cf7a0e9a4a5d5e83691_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,Stuff Crust - Meat Galore,NA,https://burpple-2.imgix.net/foods/412f4906733958193_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Pizza Hut (Tampines Mall),19 REVIEWS,6 WISHLISTED,Tampines,~$15/pax,"Fast Food
Pizza
Halal",,Do You Like Cheese?,NA,https://burpple-3.imgix.net/foods/5528262b7962e77915707_original.?w=420&dpr=1&fit=crop&q=80&auto=format
The Alley 鹿角巷 (Tampines),13 REVIEWS,5 WISHLISTED,Tampines,~$5/pax,"BEYOND
Desserts
Fruit Tea
Burpple Beyond Deals 💰
Delivery
Bubble Tea",,Tried the no9 royal milk tea,"Not my usual go to drink at alley but burpple deal was too good to miss.
Very value to get two large milk tea for $5.50!
I got the 25% sugar while my sister got 50%
We would opt for 25%. Tea was vey fragrant and It had a strong flavour. Would get again.",https://burpple-3.imgix.net/foods/1685871190_review_image1969883_original.?w=20&fit=crop&q=80&auto=format
The Alley 鹿角巷 (Tampines),13 REVIEWS,5 WISHLISTED,Tampines,~$5/pax,"BEYOND
Desserts
Fruit Tea
Burpple Beyond Deals 💰
Delivery
Bubble Tea",,$5 for 2 LARGE MILK TEA,"WHAT A STEALLLL
I LOVE ALLEY, and I’m so happy they’re on Beyond 🥹🥹 Redeemed their 1-FOR-1 Royal No. 9 Milk Tea (Large) for just $5!
Drink was creamy and fragrant, was smooth and easy to drink (i jus love alley)",https://burpple-1.imgix.net/foods/1682490151_review_image1967177_original.?w=20&fit=crop&q=80&auto=format
The Alley 鹿角巷 (Tampines),13 REVIEWS,5 WISHLISTED,Tampines,~$5/pax,"BEYOND
Desserts
Fruit Tea
Burpple Beyond Deals 💰
Delivery
Bubble Tea",,Matcha Brown Sugar Milk Tea [$6],"Felt that the matcha was overpowering the brown sugar pearls though! But overall, it's pleasant if you're a fan of matcha! 😚",https://burpple.imgix.net/foods/49cf937750b2c0417b61849836_original.?w=20&fit=crop&q=80&auto=format
The Alley 鹿角巷 (Tampines),13 REVIEWS,5 WISHLISTED,Tampines,~$5/pax,"BEYOND
Desserts
Fruit Tea
Burpple Beyond Deals 💰
Delivery
Bubble Tea",,Yogurt With Purple Rice,"The purple rice portion and flavour was lacking slightly, which made the drink less fragrant than it can be. I still prefer Yanmi's version but since they're closed, this will do.",https://burpple-2.imgix.net/foods/6128d3715a3a175c4be1842554_original.?w=20&fit=crop&q=80&auto=format
